animal_id,species,breed,age_years,sex,weight_kg,activity_level,diet_type,daily_calories,protein_percent,fat_percent,previous_diseases,region,avg_temperature_c,humidity_percent,rainfall_mm,air_quality_index,local_outbreak_risk_index,symptoms_current,predicted_disease,prediction_date,vet_recommended_action
13128,Dog,Beagle,7.6,F,3.1,High,Dry + Wet Mix,1886.0,24.0,15.7,None,"Gujarat, India",31.8,35.0,87.9,146.1,0.47,Vomiting,None,2025-10-22,Routine Checkup
13129,Cat,British Shorthair,8.9,F,3.6,High,Mixed Diet,2119.0,33.6,14.5,None,"Tamil Nadu, India",29.3,71.9,118.8,52.6,0.21,None,None,2025-09-27,Routine Checkup
13130,Dog,Pug,6.8,M,15.8,Low,Mixed Diet,771.0,25.3,18.0,None,"Kerala, India",26.2,88.5,340.5,44.6,0.38,Loss of Appetite,Respiratory Infection,2025-10-14,Adjust diet: increase protein
13131,Rabbit,Holland Lop,3.0,F,7.6,High,Commercial Kibble,579.0,31.8,11.0,Arthritis,"Delhi, India",15.1,45.4,76.2,177.3,0.43,None,None,2025-10-04,Routine Checkup
13132,Hamster,Roborovski,8.2,M,8.7,Medium,Raw + Veg Mix,1247.0,24.9,14.6,Respiratory Infection,"Tamil Nadu, India",28.4,79.9,126.5,51.9,0.31,None,None,2025-09-24,Routine Checkup
13133,Bird,Canary,9.1,F,7.1,Low,Raw + Veg Mix,921.0,22.8,17.3,None,"Kerala, India",30.7,83.4,322.7,41.6,0.19,Lethargy,None,2025-10-04,Routine Checkup
13134,Cat,Bengal,7.7,M,3.5,High,Dry + Wet Mix,2097.0,22.8,10.6,Skin Allergy,"Gujarat, India",37.2,42.5,88.9,103.0,0.44,None,None,2025-10-11,Routine Checkup
13135,Rabbit,Holland Lop,13.6,M,9.8,Low,Raw + Veg Mix,461.0,22.3,11.6,None,"Kerala, India",28.7,80.6,242.4,46.5,0.2,Loss of Appetite,Skin Allergy,2025-10-14,Provide joint supplements
13136,Bird,Parakeet,0.8,F,7.4,Low,Mixed Diet,962.0,25.2,16.7,Parvovirus,"Maharashtra, India",28.2,61.8,120.0,65.2,0.22,None,None,2025-09-23,Routine Checkup
13137,Hamster,Roborovski,0.7,F,10.9,Medium,Mixed Diet,1297.0,25.2,14.3,Parvovirus,"Tamil Nadu, India",33.7,77.4,138.9,56.6,0.39,None,None,2025-10-13,Routine Checkup
13138,Cat,Siamese,6.0,F,3.6,Medium,Mixed Diet,1161.0,22.9,10.7,None,"Delhi, India",38.4,27.9,85.3,336.6,0.49,Vomiting,Ear Infection,2025-10-14,Vet exam and vaccination update
13139,Hamster,Syrian,10.5,F,11.3,High,Commercial Kibble,1941.0,28.9,15.0,None,"Gujarat, India",33.0,52.5,20.8,103.3,0.26,Lethargy,Ear Infection,2025-09-30,Administer antibiotics
13140,Dog,Golden Retriever,5.0,M,35.7,Low,Commercial Kibble,1037.0,24.5,15.3,Feline Upper Resp Infection,"Gujarat, India",30.0,42.6,95.0,105.4,0.36,None,None,2025-10-20,Routine Checkup
13141,Hamster,Syrian,3.1,M,3.5,Low,Dry + Wet Mix,2073.0,22.9,11.6,Arthritis,"Gujarat, India",30.1,36.8,111.9,140.8,0.27,Limping,None,2025-10-20,Routine Checkup
13142,Rabbit,Netherland Dwarf,1.6,F,4.7,High,Homemade Cooked,812.0,32.4,14.9,None,"Maharashtra, India",30.2,49.3,148.6,60.5,0.23,Sneezing,None,2025-10-10,Routine Checkup
13143,Cat,Bengal,7.6,M,4.6,High,Dry + Wet Mix,2166.0,32.0,19.5,None,"Delhi, India",23.7,49.2,44.5,310.1,0.55,Vomiting,None,2025-09-30,Routine Checkup
13144,Cat,Bengal,9.5,F,7.7,Low,Homemade Cooked,1736.0,23.2,13.1,None,"Tamil Nadu, India",24.3,77.6,85.1,60.1,0.44,Sneezing,Ear Infection,2025-10-17,Vet exam and vaccination update
13145,Cat,British Shorthair,0.9,F,5.2,Medium,Commercial Kibble,892.0,28.4,19.8,Ear Infection,"Maharashtra, India",29.1,60.2,204.0,94.6,0.39,Watery Eyes,Parvovirus,2025-09-29,Hydration therapy
13146,Hamster,Syrian,9.8,F,4.5,Medium,Homemade Cooked,880.0,25.6,15.2,None,"Kerala, India",31.5,76.4,243.1,49.8,0.42,None,None,2025-10-18,Routine Checkup
13147,Bird,Canary,8.9,M,11.9,Medium,Homemade Cooked,1503.0,26.6,16.8,None,"Kerala, India",30.2,74.4,362.0,47.4,0.27,Lethargy,Respiratory Infection,2025-09-27,Adjust diet: increase protein
13148,Dog,Pug,11.7,M,36.1,Medium,Dry + Wet Mix,855.0,34.0,10.3,Feline Upper Resp Infection,"Tamil Nadu, India",30.1,71.0,185.1,49.3,0.17,None,None,2025-10-15,Routine Checkup
13149,Bird,Parakeet,7.2,M,2.7,Low,Mixed Diet,1275.0,25.6,17.0,None,"Maharashtra, India",33.2,58.8,210.5,81.4,0.33,None,None,2025-10-02,Routine Checkup
13150,Hamster,Roborovski,8.0,M,4.5,Medium,Commercial Kibble,878.0,27.3,16.9,None,"Kerala, India",27.6,87.4,380.2,60.0,0.34,None,None,2025-09-27,Routine Checkup
13151,Rabbit,Holland Lop,10.9,F,4.6,Medium,Commercial Kibble,1380.0,34.2,17.9,Ear Infection,"Delhi, India",34.1,41.6,78.5,220.2,0.46,None,None,2025-10-10,Routine Checkup
13152,Dog,Golden Retriever,5.8,M,14.2,Medium,Commercial Kibble,973.0,28.3,14.2,None,"Kerala, India",26.3,88.1,189.0,30.9,0.17,None,None,2025-10-18,Routine Checkup
13153,Bird,Cockatiel,11.7,M,11.5,Medium,Raw + Veg Mix,839.0,26.2,15.2,None,"Tamil Nadu, India",28.1,68.6,88.6,61.0,0.41,None,None,2025-10-09,Routine Checkup
13154,Hamster,Roborovski,13.6,M,4.1,Low,Dry + Wet Mix,2006.0,23.1,16.6,Parvovirus,"Kerala, India",29.3,87.8,389.6,40.3,0.26,Limping,None,2025-10-13,Routine Checkup
13155,Rabbit,Netherland Dwarf,10.0,M,7.1,Medium,Dry + Wet Mix,443.0,34.4,15.9,Parvovirus,"Gujarat, India",32.2,39.6,56.3,121.7,0.46,None,None,2025-09-26,Routine Checkup
13156,Dog,Golden Retriever,4.6,F,7.0,Low,Commercial Kibble,1358.0,32.2,17.2,Parvovirus,"Gujarat, India",31.2,43.3,84.9,109.6,0.37,Vomiting,Arthritis,2025-10-04,Provide joint supplements
13157,Bird,Canary,2.5,M,2.7,Medium,Raw + Veg Mix,1422.0,28.4,11.4,None,"Kerala, India",30.4,89.7,261.3,33.6,0.28,Coughing,None,2025-10-12,Routine Checkup
13158,Rabbit,Holland Lop,15.0,M,3.8,Low,Homemade Cooked,2164.0,28.1,11.6,None,"Kerala, India",25.1,72.0,340.7,44.8,0.37,None,None,2025-10-10,Routine Checkup
13159,Hamster,Syrian,14.2,M,11.6,Low,Commercial Kibble,1502.0,28.0,17.1,None,"Gujarat, India",25.7,50.1,43.5,93.6,0.35,Sneezing,Respiratory Infection,2025-10-11,Vet exam and vaccination update
13160,Hamster,Syrian,2.4,M,6.7,Low,Commercial Kibble,673.0,31.2,15.6,None,"Tamil Nadu, India",34.5,60.9,92.1,72.3,0.19,None,None,2025-10-16,Routine Checkup
13161,Bird,Canary,5.4,M,7.1,Medium,Mixed Diet,1262.0,30.6,15.0,Feline Upper Resp Infection,"Gujarat, India",22.2,31.8,64.4,108.0,0.39,None,None,2025-10-09,Routine Checkup
13162,Rabbit,Netherland Dwarf,12.2,M,9.8,Medium,Commercial Kibble,1652.0,32.3,18.0,None,"Maharashtra, India",29.5,60.4,72.2,57.2,0.18,None,None,2025-10-01,Routine Checkup
13163,Dog,German Shepherd,9.5,F,27.1,Medium,Mixed Diet,336.0,29.4,13.5,Parvovirus,"Delhi, India",21.8,59.9,73.2,251.6,0.53,Coughing,None,2025-10-22,Routine Checkup
13164,Hamster,Syrian,12.3,M,2.6,Medium,Dry + Wet Mix,1584.0,20.6,15.9,None,"Tamil Nadu, India",26.0,63.0,126.5,78.8,0.36,Lethargy,None,2025-10-13,Routine Checkup
13165,Rabbit,Holland Lop,2.9,M,9.4,Low,Homemade Cooked,1051.0,27.7,17.1,Feline Upper Resp Infection,"Delhi, India",17.2,59.5,31.0,296.0,0.5,None,None,2025-10-12,Routine Checkup
13166,Dog,German Shepherd,14.8,F,4.3,Low,Commercial Kibble,2078.0,33.5,11.3,Respiratory Infection,"Maharashtra, India",23.9,45.9,147.9,63.7,0.34,None,None,2025-10-09,Routine Checkup
13167,Hamster,Roborovski,2.5,M,3.7,Medium,Raw + Veg Mix,1605.0,34.7,18.1,Feline Upper Resp Infection,"Maharashtra, India",24.1,67.9,77.9,75.5,0.23,Sneezing,None,2025-10-08,Routine Checkup
13168,Cat,Bengal,14.2,F,5.8,Low,Dry + Wet Mix,1791.0,26.9,14.7,None,"Gujarat, India",33.8,37.1,87.6,132.7,0.47,Sneezing,None,2025-10-04,Routine Checkup
13169,Bird,Canary,5.9,F,2.8,Medium,Commercial Kibble,2148.0,23.3,14.3,None,"Delhi, India",31.7,26.1,25.9,174.3,0.39,Loss of Appetite,Arthritis,2025-10-06,Hydration therapy
13170,Cat,Maine Coon,2.1,M,7.2,Medium,Raw + Veg Mix,1729.0,31.3,12.1,Arthritis,"Gujarat, India",34.6,52.6,72.8,129.2,0.3,Coughing,Skin Allergy,2025-10-18,Administer antibiotics
13171,Dog,Golden Retriever,5.4,F,15.2,High,Raw + Veg Mix,1033.0,25.7,12.3,Parvovirus,"Maharashtra, India",33.8,47.5,137.8,64.2,0.29,Watery Eyes,None,2025-10-04,Routine Checkup
13172,Hamster,Roborovski,9.4,M,6.1,High,Raw + Veg Mix,317.0,34.2,17.6,Arthritis,"Gujarat, India",37.5,32.0,113.6,119.9,0.28,Sneezing,None,2025-10-08,Routine Checkup
13173,Dog,German Shepherd,6.4,M,3.1,Medium,Homemade Cooked,1585.0,27.0,16.6,Arthritis,"Delhi, India",16.3,45.1,35.0,348.3,0.6,Watery Eyes,None,2025-09-24,Routine Checkup
13174,Bird,Canary,11.0,M,3.3,Medium,Commercial Kibble,1468.0,24.7,11.9,None,"Tamil Nadu, India",32.8,73.2,186.8,86.3,0.4,Sneezing,None,2025-09-30,Routine Checkup
13175,Rabbit,Netherland Dwarf,11.8,F,5.9,High,Raw + Veg Mix,1397.0,22.4,19.3,Feline Upper Resp Infection,"Kerala, India",26.7,79.3,301.1,54.2,0.3,Lethargy,None,2025-10-18,Routine Checkup
13176,Cat,Bengal,5.3,M,3.6,High,Commercial Kibble,1600.0,27.1,17.6,None,"Kerala, India",26.8,85.2,310.3,58.7,0.36,None,None,2025-09-27,Routine Checkup
13177,Dog,Pug,6.8,M,15.8,Medium,Dry + Wet Mix,1279.0,25.1,19.9,Arthritis,"Delhi, India",22.9,30.1,32.1,313.6,0.58,None,None,2025-10-06,Routine Checkup
13178,Dog,Golden Retriever,9.8,F,28.9,Low,Commercial Kibble,2078.0,32.2,15.8,None,"Tamil Nadu, India",28.0,72.9,185.5,63.0,0.23,None,None,2025-09-23,Routine Checkup
13179,Bird,Parakeet,3.9,M,6.3,Medium,Raw + Veg Mix,301.0,22.5,11.2,Feline Upper Resp Infection,"Delhi, India",30.2,43.7,43.8,165.8,0.49,Vomiting,None,2025-09-28,Routine Checkup
13180,Cat,Bengal,13.3,M,8.1,Low,Dry + Wet Mix,2156.0,23.1,19.5,None,"Maharashtra, India",27.8,66.7,203.7,109.1,0.27,None,None,2025-10-13,Routine Checkup
13181,Hamster,Roborovski,6.4,F,11.8,High,Mixed Diet,926.0,20.0,16.3,None,"Maharashtra, India",28.6,53.5,244.0,71.3,0.38,Sneezing,None,2025-10-04,Routine Checkup
13182,Cat,Bengal,3.6,M,5.3,Low,Commercial Kibble,1702.0,30.4,15.2,Arthritis,"Gujarat, India",29.4,56.8,148.9,95.7,0.41,None,None,2025-10-20,Routine Checkup
13183,Hamster,Syrian,5.2,F,5.2,High,Raw + Veg Mix,1265.0,25.2,13.2,None,"Tamil Nadu, India",28.0,74.1,190.5,49.5,0.27,None,None,2025-09-24,Routine Checkup
13184,Dog,Golden Retriever,13.7,F,21.3,Medium,Homemade Cooked,2158.0,27.5,12.2,Parvovirus,"Delhi, India",17.3,56.4,70.4,185.5,0.41,None,None,2025-10-18,Routine Checkup
13185,Dog,Golden Retriever,8.7,F,4.2,Medium,Mixed Diet,1013.0,31.9,14.5,Feline Upper Resp Infection,"Tamil Nadu, India",32.6,77.5,156.7,73.9,0.24,Sneezing,None,2025-09-24,Routine Checkup
13186,Cat,Persian,9.4,F,2.4,High,Dry + Wet Mix,1344.0,30.7,13.2,None,"Gujarat, India",25.9,57.3,94.1,94.6,0.25,None,None,2025-09-28,Routine Checkup
13187,Rabbit,Netherland Dwarf,7.1,M,5.3,Low,Mixed Diet,477.0,33.1,14.0,None,"Kerala, India",29.5,84.7,178.3,55.8,0.29,Limping,None,2025-10-16,Routine Checkup
13188,Rabbit,Netherland Dwarf,2.6,M,5.8,High,Homemade Cooked,682.0,31.4,16.4,Ear Infection,"Maharashtra, India",31.5,62.3,204.7,50.3,0.16,None,None,2025-10-11,Routine Checkup
13189,Cat,British Shorthair,1.5,F,5.6,High,Homemade Cooked,1064.0,24.8,14.3,Ear Infection,"Delhi, India",16.5,42.5,83.1,246.4,0.49,None,None,2025-10-16,Routine Checkup
13190,Hamster,Roborovski,5.2,F,7.8,Medium,Homemade Cooked,689.0,27.8,16.4,Ear Infection,"Tamil Nadu, India",32.7,65.9,171.8,64.7,0.4,None,None,2025-10-07,Routine Checkup
13191,Hamster,Syrian,1.2,F,2.4,Low,Raw + Veg Mix,357.0,28.1,11.0,None,"Tamil Nadu, India",26.5,64.7,161.7,56.7,0.39,Vomiting,None,2025-10-04,Routine Checkup
13192,Hamster,Syrian,5.0,M,5.0,High,Mixed Diet,1432.0,23.5,12.8,Feline Upper Resp Infection,"Maharashtra, India",24.2,40.7,179.8,113.9,0.44,None,None,2025-10-19,Routine Checkup
13193,Dog,Beagle,14.2,M,31.5,Low,Raw + Veg Mix,364.0,24.4,17.0,Respiratory Infection,"Kerala, India",27.2,77.4,313.5,35.7,0.37,None,None,2025-09-29,Routine Checkup
13194,Dog,Golden Retriever,3.9,M,11.8,Low,Dry + Wet Mix,542.0,33.1,14.4,None,"Maharashtra, India",28.5,60.2,116.8,102.3,0.21,None,None,2025-10-15,Routine Checkup
13195,Bird,Parakeet,9.1,F,4.6,Medium,Dry + Wet Mix,1549.0,31.5,12.0,None,"Delhi, India",36.6,47.4,19.2,210.0,0.54,Sneezing,None,2025-10-23,Routine Checkup
13196,Dog,Labrador,5.5,M,3.9,Medium,Homemade Cooked,1079.0,20.4,16.1,None,"Gujarat, India",37.0,33.4,76.1,138.7,0.34,None,None,2025-09-28,Routine Checkup
13197,Bird,Cockatiel,1.1,M,7.2,Low,Commercial Kibble,1014.0,30.6,13.8,Parvovirus,"Kerala, India",29.1,77.6,256.4,33.8,0.35,None,None,2025-10-14,Routine Checkup
13198,Bird,Parakeet,8.0,M,2.6,High,Homemade Cooked,626.0,28.8,12.0,None,"Maharashtra, India",29.0,42.2,132.1,74.3,0.42,None,None,2025-10-11,Routine Checkup
13199,Bird,Parakeet,7.8,F,4.1,Low,Commercial Kibble,545.0,24.7,18.7,None,"Gujarat, India",32.3,33.8,34.2,136.3,0.46,Vomiting,None,2025-09-26,Routine Checkup
13200,Rabbit,Holland Lop,4.6,M,11.3,Medium,Raw + Veg Mix,2081.0,34.0,12.0,None,"Gujarat, India",25.3,43.6,60.3,104.2,0.38,Sneezing,Skin Allergy,2025-09-27,Adjust diet: increase protein
13201,Rabbit,Netherland Dwarf,2.9,F,3.7,High,Commercial Kibble,1124.0,34.3,17.4,None,"Kerala, India",28.1,75.3,213.5,50.9,0.31,Vomiting,Arthritis,2025-10-10,Provide joint supplements
13202,Dog,Labrador,7.8,F,10.7,Low,Homemade Cooked,1454.0,20.1,16.3,None,"Delhi, India",15.3,35.3,57.3,222.1,0.35,Loss of Appetite,None,2025-10-03,Routine Checkup
13203,Dog,German Shepherd,3.3,F,15.6,High,Commercial Kibble,2168.0,21.0,11.0,None,"Gujarat, India",32.5,56.6,111.6,124.0,0.31,None,None,2025-10-21,Routine Checkup
13204,Hamster,Syrian,6.7,F,8.2,Low,Dry + Wet Mix,538.0,31.8,14.9,None,"Kerala, India",27.5,75.3,262.9,37.4,0.28,None,None,2025-10-01,Routine Checkup
13205,Dog,Labrador,3.9,M,25.4,Low,Raw + Veg Mix,1828.0,34.8,16.4,Feline Upper Resp Infection,"Maharashtra, India",25.8,51.5,138.3,59.1,0.24,Limping,None,2025-10-20,Routine Checkup
13206,Hamster,Roborovski,7.5,F,10.3,Low,Dry + Wet Mix,917.0,24.4,18.6,None,"Delhi, India",35.3,25.8,25.5,185.5,0.48,Lethargy,Arthritis,2025-10-18,Provide joint supplements
13207,Dog,Labrador,10.8,F,38.3,High,Commercial Kibble,1705.0,20.6,15.3,Skin Allergy,"Tamil Nadu, India",30.4,79.7,144.1,53.0,0.34,Lethargy,Feline Upper Resp Infection,2025-10-23,Adjust diet: increase protein
13208,Cat,Siamese,9.4,F,7.3,Low,Mixed Diet,1356.0,34.7,12.2,Feline Upper Resp Infection,"Tamil Nadu, India",27.3,74.8,122.7,81.6,0.29,None,None,2025-10-13,Routine Checkup
13209,Cat,Siamese,5.6,F,6.6,Medium,Homemade Cooked,1429.0,33.3,17.7,Ear Infection,"Tamil Nadu, India",30.6,71.0,137.9,40.9,0.23,Lethargy,Parvovirus,2025-10-13,Administer antibiotics
13210,Bird,Canary,12.8,M,2.4,High,Commercial Kibble,830.0,23.2,15.1,Arthritis,"Kerala, India",29.5,73.7,169.3,43.2,0.29,None,None,2025-10-17,Routine Checkup
13211,Bird,Canary,12.6,F,7.1,Medium,Commercial Kibble,2187.0,24.6,18.9,Feline Upper Resp Infection,"Maharashtra, India",25.9,64.6,192.4,71.6,0.2,None,None,2025-10-20,Routine Checkup
13212,Cat,British Shorthair,13.1,F,2.5,Low,Mixed Diet,1919.0,22.8,12.2,None,"Tamil Nadu, India",31.7,71.9,114.9,56.8,0.3,None,None,2025-10-21,Routine Checkup
13213,Rabbit,Holland Lop,9.4,F,8.7,Medium,Raw + Veg Mix,1707.0,28.6,15.0,Skin Allergy,"Maharashtra, India",30.4,47.3,126.8,118.9,0.39,Coughing,None,2025-09-26,Routine Checkup
13214,Hamster,Syrian,8.1,F,3.4,High,Commercial Kibble,434.0,20.2,10.9,None,"Gujarat, India",29.6,55.3,113.5,123.9,0.39,Vomiting,None,2025-10-21,Routine Checkup
13215,Dog,Beagle,13.9,M,7.3,Low,Homemade Cooked,413.0,21.2,17.3,Respiratory Infection,"Delhi, India",21.3,21.1,91.9,178.8,0.39,Loss of Appetite,None,2025-10-05,Routine Checkup
13216,Cat,Persian,7.5,F,7.2,Medium,Homemade Cooked,2199.0,33.2,13.3,None,"Maharashtra, India",26.7,50.8,105.8,68.4,0.24,Coughing,None,2025-10-19,Routine Checkup
13217,Rabbit,Netherland Dwarf,1.8,M,2.7,Medium,Homemade Cooked,1323.0,29.7,19.3,Respiratory Infection,"Maharashtra, India",33.2,68.8,248.5,68.3,0.33,None,None,2025-09-27,Routine Checkup
13218,Bird,Cockatiel,8.0,F,11.5,Medium,Raw + Veg Mix,935.0,21.5,12.2,None,"Tamil Nadu, India",33.7,77.6,143.2,86.7,0.3,Sneezing,Arthritis,2025-10-15,Vet exam and vaccination update
13219,Bird,Canary,8.1,F,10.8,Medium,Dry + Wet Mix,333.0,33.7,12.8,None,"Maharashtra, India",32.5,54.4,102.8,87.3,0.29,None,None,2025-10-14,Routine Checkup
13220,Rabbit,Netherland Dwarf,10.8,F,10.4,Low,Raw + Veg Mix,725.0,33.3,11.6,Arthritis,"Delhi, India",38.0,47.1,14.3,317.8,0.46,None,None,2025-09-28,Routine Checkup
13221,Cat,Bengal,10.3,M,3.3,High,Commercial Kibble,1980.0,32.7,14.1,None,"Maharashtra, India",24.9,53.2,239.1,72.1,0.25,None,None,2025-10-18,Routine Checkup
13222,Dog,Labrador,11.6,F,27.4,Low,Dry + Wet Mix,873.0,34.2,11.1,Skin Allergy,"Kerala, India",30.4,73.1,282.5,54.4,0.32,Vomiting,Ear Infection,2025-09-28,Hydration therapy
13223,Bird,Parakeet,12.1,M,6.8,Low,Dry + Wet Mix,1251.0,27.4,13.6,None,"Tamil Nadu, India",32.2,68.4,160.7,78.5,0.33,None,None,2025-10-18,Routine Checkup
13224,Cat,Bengal,4.1,F,3.4,Medium,Homemade Cooked,1261.0,28.4,17.2,None,"Kerala, India",30.6,77.6,173.3,53.5,0.27,None,None,2025-10-20,Routine Checkup
13225,Rabbit,Holland Lop,9.9,M,4.8,High,Raw + Veg Mix,1971.0,26.9,19.8,None,"Delhi, India",24.5,37.3,15.9,201.6,0.5,None,None,2025-10-05,Routine Checkup
13226,Bird,Parakeet,2.6,F,8.9,Medium,Dry + Wet Mix,1115.0,25.8,10.8,Feline Upper Resp Infection,"Tamil Nadu, India",33.4,60.5,197.9,87.1,0.32,Sneezing,None,2025-10-07,Routine Checkup
13227,Bird,Cockatiel,7.1,F,5.2,Medium,Mixed Diet,1649.0,23.5,12.8,Arthritis,"Delhi, India",21.8,34.2,50.6,173.7,0.35,None,None,2025-09-25,Routine Checkup
13228,Cat,Siamese,2.1,M,3.5,High,Dry + Wet Mix,1276.0,26.1,18.4,None,"Delhi, India",36.5,47.2,62.9,162.4,0.32,None,None,2025-10-08,Routine Checkup
13229,Hamster,Syrian,3.7,F,3.9,Medium,Mixed Diet,853.0,22.9,19.2,Ear Infection,"Maharashtra, India",29.6,68.2,92.9,110.0,0.36,Coughing,None,2025-10-03,Routine Checkup
13230,Rabbit,Holland Lop,10.8,M,10.9,High,Homemade Cooked,1775.0,23.2,10.5,Parvovirus,"Gujarat, India",29.1,38.1,53.2,119.4,0.44,None,None,2025-09-29,Routine Checkup
13231,Hamster,Roborovski,6.1,F,9.4,High,Dry + Wet Mix,1025.0,30.1,11.1,Parvovirus,"Maharashtra, India",33.7,59.9,232.5,100.2,0.41,Lethargy,Skin Allergy,2025-09-27,Hydration therapy
13232,Rabbit,Holland Lop,3.8,M,4.7,High,Homemade Cooked,544.0,26.7,17.2,None,"Kerala, India",31.8,72.8,320.5,43.5,0.18,None,None,2025-10-18,Routine Checkup
13233,Bird,Cockatiel,4.3,M,10.8,Medium,Dry + Wet Mix,1679.0,23.1,11.4,Arthritis,"Kerala, India",27.4,84.2,217.4,49.1,0.19,Loss of Appetite,None,2025-10-18,Routine Checkup
13234,Cat,Maine Coon,7.4,M,5.6,High,Dry + Wet Mix,1294.0,31.1,16.2,Parvovirus,"Gujarat, India",32.9,51.5,123.7,111.6,0.32,Sneezing,None,2025-09-27,Routine Checkup
13235,Hamster,Roborovski,0.8,M,9.2,Low,Commercial Kibble,2013.0,34.6,19.6,Parvovirus,"Kerala, India",26.9,70.4,198.3,33.5,0.33,None,None,2025-10-10,Routine Checkup
13236,Rabbit,Holland Lop,6.4,M,5.7,High,Commercial Kibble,1123.0,32.8,10.3,Ear Infection,"Delhi, India",18.3,29.5,28.9,228.6,0.31,None,None,2025-09-23,Routine Checkup
13237,Cat,Bengal,7.2,M,4.1,Low,Dry + Wet Mix,1975.0,20.8,13.1,Arthritis,"Kerala, India",29.6,76.0,164.6,30.9,0.32,None,None,2025-10-12,Routine Checkup
13238,Cat,Siamese,3.1,F,2.3,Medium,Mixed Diet,1034.0,21.8,16.3,None,"Tamil Nadu, India",29.0,67.9,94.8,56.9,0.35,None,None,2025-10-18,Routine Checkup
13239,Dog,Golden Retriever,7.9,M,33.3,High,Dry + Wet Mix,2155.0,26.4,13.8,None,"Maharashtra, India",25.9,69.5,56.4,117.7,0.27,Lethargy,None,2025-09-26,Routine Checkup
13240,Hamster,Syrian,6.6,M,5.7,Medium,Dry + Wet Mix,379.0,31.2,15.5,Ear Infection,"Maharashtra, India",27.7,44.1,129.7,56.7,0.29,None,None,2025-10-17,Routine Checkup
13241,Cat,Persian,11.2,M,3.7,Low,Commercial Kibble,1019.0,21.0,12.9,Parvovirus,"Tamil Nadu, India",33.9,69.3,197.8,52.9,0.19,Coughing,Ear Infection,2025-10-08,Vet exam and vaccination update
13242,Bird,Parakeet,1.9,F,8.4,Medium,Dry + Wet Mix,2098.0,31.7,15.4,None,"Gujarat, India",23.3,38.7,93.8,139.2,0.24,Lethargy,None,2025-10-08,Routine Checkup
13243,Rabbit,Holland Lop,9.5,F,4.0,Low,Dry + Wet Mix,1248.0,29.9,16.5,Skin Allergy,"Tamil Nadu, India",27.1,67.0,112.9,67.5,0.24,None,None,2025-10-23,Routine Checkup
13244,Bird,Cockatiel,1.7,M,10.5,Low,Homemade Cooked,1060.0,27.0,11.1,Feline Upper Resp Infection,"Gujarat, India",26.0,57.6,96.2,79.2,0.25,None,None,2025-10-16,Routine Checkup
13245,Cat,Persian,15.0,M,9.2,Low,Dry + Wet Mix,900.0,22.9,15.3,None,"Maharashtra, India",29.1,62.0,207.8,50.9,0.24,Sneezing,None,2025-10-01,Routine Checkup
13246,Bird,Parakeet,10.5,M,2.1,High,Dry + Wet Mix,1092.0,26.3,16.3,None,"Kerala, India",31.2,84.0,240.1,47.9,0.36,Vomiting,None,2025-10-19,Routine Checkup
13247,Bird,Cockatiel,8.6,F,4.3,Medium,Commercial Kibble,965.0,23.4,17.9,None,"Maharashtra, India",31.1,41.8,115.6,83.5,0.26,Vomiting,None,2025-10-09,Routine Checkup
13248,Bird,Parakeet,13.8,F,11.5,Low,Commercial Kibble,1017.0,25.8,12.3,Arthritis,"Kerala, India",31.0,74.9,232.6,56.1,0.27,Watery Eyes,Parvovirus,2025-10-11,Hydration therapy
13249,Cat,Maine Coon,9.0,F,8.3,Medium,Dry + Wet Mix,1297.0,27.8,18.7,Feline Upper Resp Infection,"Tamil Nadu, India",30.7,73.6,130.2,47.4,0.37,Coughing,Feline Upper Resp Infection,2025-09-29,Adjust diet: increase protein
13250,Dog,Pug,4.9,M,39.4,Low,Dry + Wet Mix,1455.0,25.3,16.0,None,"Kerala, India",31.4,72.7,311.5,34.1,0.18,Vomiting,None,2025-10-21,Routine Checkup
13251,Hamster,Syrian,1.9,F,9.8,Medium,Commercial Kibble,1136.0,31.6,15.2,Skin Allergy,"Gujarat, India",35.4,34.0,137.9,117.5,0.34,None,None,2025-10-22,Routine Checkup
13252,Cat,British Shorthair,6.1,M,8.3,High,Raw + Veg Mix,1713.0,23.3,18.4,None,"Kerala, India",29.7,80.2,298.8,44.7,0.18,None,None,2025-10-23,Routine Checkup
13253,Cat,Bengal,11.9,M,7.1,Low,Mixed Diet,2142.0,27.9,12.8,Feline Upper Resp Infection,"Kerala, India",31.2,86.5,230.7,56.2,0.38,None,None,2025-09-30,Routine Checkup
13254,Cat,Siamese,11.3,M,2.8,Medium,Homemade Cooked,2014.0,32.9,12.7,Feline Upper Resp Infection,"Gujarat, India",36.4,50.5,31.7,136.0,0.24,Lethargy,Arthritis,2025-10-08,Adjust diet: increase protein
13255,Hamster,Syrian,14.7,F,2.2,Medium,Homemade Cooked,762.0,22.1,13.2,None,"Maharashtra, India",24.6,45.3,118.1,58.7,0.17,None,None,2025-10-22,Routine Checkup
13256,Cat,Siamese,5.9,F,3.6,Low,Dry + Wet Mix,1036.0,24.8,19.1,None,"Gujarat, India",36.1,42.7,112.4,73.1,0.26,Vomiting,None,2025-10-23,Routine Checkup
13257,Dog,Beagle,8.9,M,14.0,Low,Mixed Diet,1667.0,21.1,19.0,None,"Delhi, India",27.1,55.4,84.0,191.9,0.37,None,None,2025-09-25,Routine Checkup
